,datetime,symbol,open,high,low,close,volume
0,2006-11-21 09:00:00,HOSE:ACB,13225.65499,16532.06874,13115.4412,14878.86186,512640.0
1,2006-11-22 09:00:00,HOSE:ACB,15782.61495,15782.61495,14327.7929,14878.86186,565265.0
2,2006-11-23 09:00:00,HOSE:ACB,15980.99978,15980.99978,14327.7929,15760.57219,634221.0
3,2006-11-24 09:00:00,HOSE:ACB,15429.93082,16752.49632,15429.93082,16532.06874,577060.0
4,2006-11-27 09:00:00,HOSE:ACB,16179.3846,17788.50596,14878.86186,15650.3584,384706.0
5,2006-11-28 09:00:00,HOSE:ACB,16532.06874,16532.06874,15429.93082,15650.3584,179650.0
6,2006-11-29 09:00:00,HOSE:ACB,15429.93082,15650.3584,14658.43428,14658.43428,280363.0
7,2006-11-30 09:00:00,HOSE:ACB,14548.22049,14878.86186,14217.57911,14658.43428,600650.0
8,2006-12-01 09:00:00,HOSE:ACB,14658.43428,14658.43428,14327.7929,14327.7929,538045.0
9,2006-12-04 09:00:00,HOSE:ACB,14438.0067,14438.0067,13776.72395,13886.93774,812057.0
10,2006-12-05 09:00:00,HOSE:ACB,13886.93774,13886.93774,13225.65499,13556.29636,1010762.0
11,2006-12-06 09:00:00,HOSE:ACB,13225.65499,13886.93774,13225.65499,13886.93774,742193.0
12,2006-12-07 09:00:00,HOSE:ACB,13776.72395,14823.75497,13776.72395,14823.75497,219572.0
13,2006-12-08 09:00:00,HOSE:ACB,15980.99978,15980.99978,14989.07565,15540.14461,440053.0
14,2006-12-11 09:00:00,HOSE:ACB,16972.9239,16972.9239,15540.14461,15540.14461,613352.0
15,2006-12-12 09:00:00,HOSE:ACB,17083.13769,17413.77907,14878.86186,15099.28944,263123.0
16,2006-12-13 09:00:00,HOSE:ACB,15429.93082,15760.57219,14989.07565,15429.93082,639665.0
17,2006-12-14 09:00:00,HOSE:ACB,15429.93082,15749.55082,15319.71703,15440.9522,413741.0
18,2006-12-15 09:00:00,HOSE:ACB,15650.3584,15980.99978,15485.03772,15760.57219,515361.0
19,2006-12-18 09:00:00,HOSE:ACB,15870.78599,16091.21357,15749.55082,15870.78599,638757.0
20,2006-12-19 09:00:00,HOSE:ACB,15980.99978,15980.99978,15760.57219,15837.72185,339340.0
21,2006-12-20 09:00:00,HOSE:ACB,15870.78599,15980.99978,15848.74323,15925.89288,520805.0
22,2006-12-21 09:00:00,HOSE:ACB,15870.78599,15980.99978,15540.14461,15870.78599,404667.0
23,2006-12-22 09:00:00,HOSE:ACB,15429.93082,15429.93082,14878.86186,15374.82392,372003.0
24,2006-12-25 09:00:00,HOSE:ACB,15231.54599,15650.3584,14878.86186,15429.93082,439146.0
25,2006-12-26 09:00:00,HOSE:ACB,15540.14461,15980.99978,15429.93082,15980.99978,308491.0
26,2006-12-27 09:00:00,HOSE:ACB,15980.99978,16333.68391,15980.99978,16234.4915,579781.0
27,2006-12-28 09:00:00,HOSE:ACB,16201.42736,17083.13769,16201.42736,16532.06874,871033.0
28,2006-12-29 09:00:00,HOSE:ACB,16862.71011,16862.71011,16421.85494,16532.06874,732212.0
29,2007-01-02 09:00:00,HOSE:ACB,16532.06874,16532.06874,16201.42736,16311.64115,728583.0
30,2007-01-03 09:00:00,HOSE:ACB,16532.06874,16642.28253,16366.74805,16476.96184,387428.0
31,2007-01-04 09:00:00,HOSE:ACB,16972.9239,17083.13769,16532.06874,17083.13769,724046.0
32,2007-01-05 09:00:00,HOSE:ACB,17193.35148,17634.20665,17083.13769,17358.67217,731305.0
33,2007-01-08 09:00:00,HOSE:ACB,17303.56528,17634.20665,16752.49632,17248.45838,481790.0
34,2007-01-09 09:00:00,HOSE:ACB,17303.56528,17413.77907,16972.9239,17193.35148,443682.0
35,2007-01-10 09:00:00,HOSE:ACB,17303.56528,17634.20665,17303.56528,17523.99286,614260.0
36,2007-01-11 09:00:00,HOSE:ACB,17634.20665,17634.20665,17193.35148,17634.20665,796632.0
37,2007-01-12 09:00:00,HOSE:ACB,18185.27561,18185.27561,17413.77907,17854.63423,592483.0
38,2007-01-15 09:00:00,HOSE:ACB,17634.20665,17964.84803,17634.20665,17964.84803,409203.0
39,2007-01-16 09:00:00,HOSE:ACB,17964.84803,18185.27561,17854.63423,18130.16871,914585.0
40,2007-01-17 09:00:00,HOSE:ACB,18405.70319,18956.77215,17744.42044,17964.84803,1537920.0
41,2007-01-18 09:00:00,HOSE:ACB,18130.16871,18626.13078,18019.95492,18626.13078,823852.0
