,datetime,symbol,open,high,low,close,volume
0,2012-01-13 09:00:00,HOSE:CTG,13106.622091,13235.751372,12977.492809,13235.751372,827449.0
1,2012-01-16 09:00:00,HOSE:CTG,13752.268499,13752.268499,13235.751372,13300.316013,362411.0
2,2012-01-17 09:00:00,HOSE:CTG,13558.574577,13945.962422,13558.574577,13945.962422,846887.0
3,2012-01-18 09:00:00,HOSE:CTG,14268.785626,14333.350267,14010.527062,14204.220985,209495.0
4,2012-01-19 09:00:00,HOSE:CTG,14204.220985,14914.432034,14204.220985,14914.432034,509582.0
5,2012-01-20 09:00:00,HOSE:CTG,15430.949161,15430.949161,14204.220985,14849.867393,606198.0
6,2012-01-30 09:00:00,HOSE:CTG,15108.125957,15301.819879,14720.738112,15301.819879,319679.0
7,2012-01-31 09:00:00,HOSE:CTG,15430.949161,15430.949161,14785.302753,14849.867393,458857.0
8,2012-02-01 09:00:00,HOSE:CTG,14656.173471,15043.561316,14268.785626,15043.561316,486907.0
9,2012-02-02 09:00:00,HOSE:CTG,15366.38452,15753.772365,15237.255238,15753.772365,907059.0
10,2012-02-03 09:00:00,HOSE:CTG,16463.983414,16463.983414,15753.772365,15753.772365,838384.0
11,2012-02-06 09:00:00,HOSE:CTG,15108.125957,15753.772365,14978.996675,14978.996675,374477.0
12,2012-02-07 09:00:00,HOSE:CTG,15301.819879,15689.207724,14849.867393,15689.207724,426487.0
13,2012-02-08 09:00:00,HOSE:CTG,15689.207724,16076.595569,15495.513802,16076.595569,909862.0
14,2012-02-09 09:00:00,HOSE:CTG,16270.289492,16270.289492,15818.337006,16012.030929,298615.0
15,2012-02-10 09:00:00,HOSE:CTG,15366.38452,15818.337006,15366.38452,15495.513802,621438.0
16,2012-02-13 09:00:00,HOSE:CTG,15495.513802,15495.513802,14720.738112,14720.738112,802203.0
17,2012-02-14 09:00:00,HOSE:CTG,14720.738112,15172.690598,14591.60883,15172.690598,698586.0
18,2012-02-15 09:00:00,HOSE:CTG,15043.561316,15043.561316,14785.302753,14785.302753,340340.0
