,datetime,symbol,open,high,low,close,volume
0,2020-03-17 09:00:00,HOSE:GVR,10500.0,11500.0,9600.0,11200.0,1626550.0
1,2020-03-18 09:00:00,HOSE:GVR,11500.0,11500.0,10450.0,10500.0,1432550.0
2,2020-03-19 09:00:00,HOSE:GVR,10300.0,10300.0,9800.0,9800.0,878400.0
3,2020-03-20 09:00:00,HOSE:GVR,9800.0,10000.0,9120.0,9130.0,1380930.0
4,2020-03-23 09:00:00,HOSE:GVR,8620.0,8630.0,8500.0,8500.0,1698240.0
5,2020-03-24 09:00:00,HOSE:GVR,8250.0,8890.0,8250.0,8700.0,770536.0
6,2020-03-25 09:00:00,HOSE:GVR,8800.0,9100.0,8710.0,8900.0,1559590.0
7,2020-03-26 09:00:00,HOSE:GVR,8800.0,8990.0,8550.0,8550.0,811930.0
8,2020-03-27 09:00:00,HOSE:GVR,8600.0,9000.0,8360.0,8460.0,612810.0
9,2020-03-30 09:00:00,HOSE:GVR,8250.0,8600.0,7870.0,8300.0,1792710.0
10,2020-03-31 09:00:00,HOSE:GVR,8000.0,8700.0,8000.0,8380.0,572600.0
11,2020-04-01 09:00:00,HOSE:GVR,8380.0,8580.0,8100.0,8560.0,262480.0
12,2020-04-03 09:00:00,HOSE:GVR,8600.0,8900.0,8500.0,8700.0,356910.0
13,2020-04-06 09:00:00,HOSE:GVR,8800.0,9100.0,8750.0,9100.0,591020.0
14,2020-04-07 09:00:00,HOSE:GVR,9100.0,9100.0,8810.0,8960.0,277730.0
15,2020-04-08 09:00:00,HOSE:GVR,8900.0,8990.0,8800.0,8990.0,212500.0
16,2020-04-09 09:00:00,HOSE:GVR,9100.0,9530.0,9090.0,9450.0,574950.0
17,2020-04-10 09:00:00,HOSE:GVR,9950.0,10100.0,9900.0,10100.0,934920.0
18,2020-04-13 09:00:00,HOSE:GVR,10800.0,10800.0,10150.0,10150.0,2160110.0
19,2020-04-14 09:00:00,HOSE:GVR,10400.0,10850.0,10000.0,10800.0,957110.0
